id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
449,0.0003508568559229911,5.56511702441816e-20,1.002215704350463e-06,4.54390530382864e-07,4.1885138928926236e-07,3.1135279815075617e-07,6.300637890093756e-13,5.479482516142479e-12,7.927591401880589e-20,0.9995521713913444,6.936098218107203e-05,3.7914653534972452e-06,9.770403313098754e-07,9.097906816049944e-20,4.217205172342737e-18,4.4234708268782434e-16,2.065544833445388e-05,Global Macroeconomics and Spillovers,551,Trade and finance in a fragmented world
450,0.00016067140469834274,7.048488230261063e-19,1.2984851541808511e-06,5.884001646737879e-07,5.221004314588471e-07,5.182300878416479e-07,1.545179763056689e-17,1.1446455364309636e-11,1.1232253197211855e-20,0.9994991859224628,0.00012980432454371926,1.6209391250908416e-14,1.5800584063852052e-06,3.452783162901744e-25,5.386339748461014e-17,3.413141659318361e-16,0.00020583106258751686,Global Macroeconomics and Spillovers,14,Trade and finance in a fragmented world
452,7.04629435783079e-05,1.3682392836962359e-06,0.9998866103193638,2.1303766473176312e-05,2.1654273333131052e-07,1.2484559227263297e-06,8.876729367120548e-15,8.809515020527336e-22,1.8015404943422097e-20,6.66537997746879e-08,2.4924925596311424e-18,2.4046910141296148e-19,2.519880787516642e-06,2.3787513675052103e-07,8.907856261778017e-18,2.418066443480087e-17,1.596532291217043e-05,Labor Market and Demographic Analysis,1238,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
453,3.994208617619648e-10,2.1305656716186494e-07,0.9999961742703993,2.405934061332892e-06,7.348774282387379e-08,3.6017865997397655e-07,1.105920703452684e-19,1.0115005376452082e-12,1.5970873425852933e-21,1.1254719546398367e-14,1.5569705228364372e-20,9.608002192375896e-21,2.1246975921297317e-07,3.74983133875062e-20,1.921653828729005e-18,6.7900521216733114e-18,5.602023667407986e-07,Labor Market and Demographic Analysis,1549,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
454,1.3146763234046061e-06,1.6895257759993703e-14,0.00016558270829875564,0.9997888724354024,6.226354126326654e-06,2.370291176002522e-17,3.812448198732815e-07,1.1953867165099767e-12,3.672857459617762e-20,1.3793674098056114e-07,5.565081138697766e-19,4.6289725871376e-19,1.3320172144074242e-06,2.696288556716072e-08,5.478137475614771e-17,9.735491649156567e-17,3.612566297589627e-05,Human Capital and Education Economics,824,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
455,1.011515541393064e-06,3.299208930522408e-16,1.4336246864193161e-10,0.99994474687433,4.0956811780348035e-06,8.875435506429706e-28,5.755828972830705e-07,2.4824190236305122e-11,1.6081768770707616e-21,4.911637705580218e-17,4.090884360543138e-07,3.514619361439789e-07,2.0210202887463674e-06,6.98821812349199e-19,3.958151897343821e-28,1.6782010074986284e-18,4.67886072051313e-05,Human Capital and Education Economics,538,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
456,2.926445828186667e-06,3.463331867099643e-19,2.861170817122885e-10,0.9999420340734739,1.6305021548682592e-06,5.633464283588951e-07,2.4061527453538384e-14,9.439647443730701e-12,2.992089196612051e-22,1.87697350449604e-07,6.282426870456033e-07,1.3550723962513286e-07,2.1086189011049697e-06,6.986407317294923e-20,1.247763027316619e-28,4.844596540449495e-21,4.978527035570021e-05,Human Capital and Education Economics,916,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
457,1.338157522923859e-13,4.521075683024567e-17,2.1255724018483276e-11,0.9999507202399296,4.271750280357816e-12,4.630725085697632e-26,3.089970699642882e-21,1.860379367268283e-11,7.348140792581093e-23,1.930145614912745e-15,1.5281496634980692e-22,4.9471756245307836e-21,3.724964726082537e-10,2.8072911528497126e-22,1.0779366635371859e-19,3.4154605179006403e-19,4.927934330679468e-05,Human Capital and Education Economics,212,"Investing in the Future: Youth, Innovation, and Human Capital (only in Italian)"
459,5.8268990160305195e-09,2.5307215407383602e-17,2.188790598409101e-07,1.806592257190422e-07,1.8561739458515504e-07,7.687601707713737e-30,3.262619496398947e-12,1.7321724624202424e-23,1.2453183789088574e-20,2.7442792135467833e-17,4.672195499261826e-15,3.037793668049302e-20,1.6501909391191326e-06,3.1679389667833453e-24,7.608288119467958e-24,7.292186106500585e-22,0.9999977588232143,None of the above,245,"Crypto-assets, Stablecoins, and Anti-Money Laundering"
460,1.3710249341652554e-05,4.654139239285814e-19,1.1079157775531605e-06,4.2097581359694245e-07,4.09748672877406e-07,4.232685029838749e-30,3.1046880629876047e-12,1.8835165554855358e-09,4.306811945297564e-21,1.210906635470864e-07,9.73491382340411e-25,1.6185517977485736e-24,1.0214432880838169e-06,8.173792970742685e-22,4.454412408758942e-23,6.691403266302375e-22,0.9999832066898213,None of the above,262,"Crypto-assets, Stablecoins, and Anti-Money Laundering"
461,2.29179488437742e-10,3.443715766469583e-20,1.2281467780316909e-11,2.5339201101037765e-07,1.9574626353740284e-23,1.4094552521460575e-30,3.137306728332245e-12,4.792190120074008e-10,8.533728906374409e-20,2.3818584759548995e-14,1.2451395718906407e-16,5.1786118123478004e-20,8.653938710077941e-07,1.22071400106713e-25,1.2220502396667465e-17,2.674161351426789e-22,0.9999988804902767,None of the above,1043,"Crypto-assets, Stablecoins, and Anti-Money Laundering"
462,4.698699654708203e-07,2.107574640697603e-17,9.831913365077104e-07,2.930586917386761e-07,2.5417356161662686e-07,1.0993178966142931e-29,6.642244779566299e-12,1.1454453189838519e-17,2.5219417633161996e-25,1.5510472541909665e-13,2.387333712475664e-21,4.156138809053857e-25,1.6119769812891898e-05,4.0797986854813595e-23,1.2623191306868736e-22,1.797185599469778e-19,0.9999818799298343,None of the above,179,"Crypto-assets, Stablecoins, and Anti-Money Laundering"
464,1.7271968399210938e-07,8.486401750307183e-17,3.6806829162458286e-07,6.510571494435188e-08,2.440241896831812e-08,4.3253542549193285e-06,2.5050388850213727e-17,9.194544177509496e-11,5.404076028838303e-22,5.432249020449748e-12,0.9999950442493925,1.5295870509637842e-20,1.2416017022896841e-23,5.7734940497321236e-21,1.704907542170112e-21,1.1595083489262042e-19,2.8653550044959465e-12,International Trade and Global Value Chains,240,Systemic risk in an era of radical change
465,2.2817070710584148e-10,1.0357030474239038e-19,2.5124230428252393e-07,2.6216444346185004e-07,1.0639595520722921e-07,2.928642354586117e-15,0.9999859403923336,4.734824968935869e-13,1.2167069649787658e-21,2.2584872796001343e-13,1.2374394594564297e-18,7.194387749347105e-22,2.0107495560536937e-06,5.091511050279127e-22,3.836676900684651e-24,4.20980924948649e-18,1.1428826534359502e-05,Systemic Risk and Macroprudential Frameworks,450,Systemic risk in an era of radical change
466,7.462472776295206e-07,2.917063946036818e-07,1.0116877674749286e-06,3.6647769487521303e-07,1.4692435094644714e-07,3.982491109391699e-06,9.390537113414862e-14,1.3412987890688993e-11,1.333214483807914e-06,4.181348330173613e-13,5.743359236455716e-22,0.9999912587395127,6.208188925476483e-07,7.5544438486824e-24,7.728960523132967e-18,2.4167305427695037e-07,5.536874229072565e-12,International Cooperation and Financial Fora,223,Systemic risk in an era of radical change
467,6.752218213874919e-06,4.1846851961138833e-13,2.1410826110996666e-07,3.0394383447314513e-07,2.3314246859083583e-07,8.363395617145925e-25,2.033788363698906e-06,2.0513608515416874e-11,8.494736134260642e-22,3.7172749074767116e-08,4.345303012296114e-09,1.9345898614300493e-06,1.5051316926276924e-19,4.844039540754152e-20,2.4065010821672736e-18,5.661529231198293e-17,0.9999884866700125,None of the above,362,Systemic risk in an era of radical change
469,1.4384073185056032e-09,2.6408754540439696e-06,3.07729928325462e-06,2.687246393479652e-07,3.599128873713232e-07,2.1199239697554196e-18,1.0613194161641775e-18,7.724135435809211e-11,6.100185161949207e-07,1.6129442669315464e-07,1.8147414675729675e-22,3.616180494973827e-22,8.51653392405319e-06,4.738744921369231e-12,0.9997142442759336,2.1231270964963963e-21,0.0002701195445481061,Statistical Data Collection and Ingestion,130,Innovation and cooperation for modern statistics
470,4.1442987463431084e-10,4.340556147900947e-06,2.3472650863418622e-06,1.813984948908616e-07,3.508567618822509e-07,7.903297117086785e-18,8.992374727396051e-16,3.076604785527499e-11,8.268206653545196e-07,1.4096830729044815e-07,8.93766662265366e-17,1.9411065433806424e-20,4.554110883411543e-06,5.643747515543875e-05,0.9997485949952024,5.6219915062716785e-19,0.00018222510809821514,Statistical Data Collection and Ingestion,128,Innovation and cooperation for modern statistics
471,1.6037407273511966e-14,5.886274125807443e-06,4.7149121336907344e-06,3.3110617485780445e-07,3.021638553364672e-07,1.2009762138132462e-17,9.1059251512589e-19,8.386952913570882e-10,1.3844877949502403e-06,1.664466824489057e-07,7.46685856987116e-17,8.16837581895244e-21,2.762439533049922e-05,3.0133185337395067e-05,0.9997298986164672,1.680640509538872e-20,0.00019955757338633594,Statistical Data Collection and Ingestion,153,Innovation and cooperation for modern statistics
472,1.78224356674158e-09,1.0610936705261362e-06,1.1788838155854197e-06,5.742283476002681e-08,1.3056868239953726e-07,3.9893626466933314e-19,1.3842971872136051e-18,2.4380489982956906e-11,6.036567386692359e-07,1.9531084055433777e-19,4.8642210922464465e-18,5.874556925278216e-23,1.6292254228171242e-05,1.0815122603561357e-11,0.9998646663976221,1.959932810778633e-21,0.00011600790496878071,Statistical Data Collection and Ingestion,87,Innovation and cooperation for modern statistics
473,8.734517743135583e-06,1.4205851017409655e-19,2.451856499272181e-07,1.6990133577903116e-07,1.0547724136322536e-07,8.187176554877585e-19,2.3569319666629705e-13,3.841773365655028e-12,3.6361742808896875e-21,4.367461434571292e-08,1.5041280368905645e-17,3.059741761821308e-20,7.841355472305697e-26,7.40633854099983e-07,2.9821276380920063e-06,2.692926142951421e-16,0.9999869784778456,None of the above,105,Innovation and cooperation for modern statistics
474,1.2979438837055379e-05,5.7237453751517446e-18,1.0901906963008255e-06,1.8630658547734497e-07,4.032947301635837e-07,2.9731287237708037e-24,2.2223181305632123e-14,9.348448257682703e-12,5.405657422328729e-27,1.9060867176872122e-13,1.2717206199353817e-10,2.2897177578020653e-12,2.1444449095609085e-24,8.309105497531624e-25,2.9566725883542674e-13,2.350557648522541e-22,0.9999853406298322,None of the above,133,Innovation and cooperation for modern statistics
476,1.9906947680291802e-07,3.399661089230098e-07,1.4061074791958483e-06,4.196770464478692e-07,3.052696797848629e-21,2.253935937936112e-06,4.494263196480623e-06,9.723019773784423e-07,0.9998692277195503,1.5671362272727742e-12,7.236294065050433e-07,1.7873294627223772e-06,1.0036546088295207e-06,7.956496535697647e-26,1.6418124109764654e-19,7.567115029301097e-21,0.00011717234418103302,Financial Market Dynamics and Asset Pricing,890,Stablecoins in the Payments Ecosystem: Reflections on Responsible Innovation
477,2.8296077261350986e-10,3.284176910411238e-07,1.0698297463597627e-06,2.3069673495685009e-07,1.3745797534246103e-07,5.263589692922418e-27,0.9999466142109271,1.5422907415825334e-06,1.5780555396419484e-06,3.440931127872596e-07,6.091069667212352e-09,1.5407125165163922e-06,3.602647213587805e-06,2.2858373674596137e-22,2.772326936326407e-19,2.3311761788995647e-15,4.3005213768170976e-05,Systemic Risk and Macroprudential Frameworks,1056,Stablecoins in the Payments Ecosystem: Reflections on Responsible Innovation
478,4.6930739829644765e-06,2.2897556511540806e-06,6.550356919606246e-07,2.9045650832871417e-07,1.2100702564583756e-07,2.7471012736935576e-06,4.832728511874724e-12,3.26214875708713e-17,3.1513416520446345e-12,1.2250141242883757e-15,1.3621662865223567e-20,0.9999887480139796,4.5547743357417024e-07,1.7836656593128463e-22,1.4210521598619905e-29,5.730374847904625e-20,7.046775974244403e-11,International Cooperation and Financial Fora,454,Stablecoins in the Payments Ecosystem: Reflections on Responsible Innovation
480,9.608773783920671e-06,0.9999145592280831,6.275268023172041e-18,8.436559033388698e-08,6.234166720241743e-18,3.174311615317138e-22,3.730754511688548e-18,6.20335239136265e-07,4.668807229046615e-05,3.602179341035217e-13,4.3156657267691926e-19,3.653104150220159e-24,2.4980209013452883e-06,2.8976931211468077e-07,8.210266257129521e-22,3.2049570473141706e-08,2.561938486888682e-05,Monetary Policy Analysis and Transmission,1827,"Euro digitale, cripto-attività e finanza digitale (only in Italian)"
481,7.69794168768648e-10,4.6782860278589494e-07,5.212940345010246e-07,3.161949722825475e-07,2.120399509974607e-07,2.483986882346722e-23,0.9998129450421193,7.078310130413985e-07,6.914244227473294e-06,1.902392824964369e-07,5.763402714348026e-21,5.716478794709628e-19,3.1926261013243567e-06,2.9678786758184425e-20,1.0455481604782956e-18,8.597179280148995e-16,0.00017453188990067337,Systemic Risk and Macroprudential Frameworks,1725,"Euro digitale, cripto-attività e finanza digitale (only in Italian)"
482,1.8322233545022123e-09,1.1575662458549764e-06,1.0527465393220847e-05,1.9165535576315744e-07,2.8549533913889977e-17,6.5187937835206866e-06,3.182649672493354e-06,0.9999561858407188,5.545775170233654e-06,1.274802758480331e-14,5.537515861420527e-21,7.513563225786063e-26,1.4372443518320096e-06,3.2637584896751726e-19,1.2163721543857842e-22,6.970995945628275e-17,1.5251177072470207e-05,Banking Sector and Intermediary Analysis,818,"Euro digitale, cripto-attività e finanza digitale (only in Italian)"
483,1.2118528271491254e-05,7.001063232203943e-05,2.441338781322014e-06,2.0620624161774498e-06,3.7274375254556677e-07,6.016553931813562e-06,1.970091558759928e-05,7.699300361828054e-06,0.9992101324084255,1.6119919141140998e-12,5.589306021264166e-08,2.7821309251219836e-06,8.007290457465281e-06,4.872142801514021e-12,8.700373878135301e-17,1.6466125348941266e-16,0.0006586001952222623,Financial Market Dynamics and Asset Pricing,333,"Euro digitale, cripto-attività e finanza digitale (only in Italian)"
485,9.23487052003172e-05,2.6701702729733537e-19,2.708400044512081e-10,7.041588820775243e-07,2.311017445999558e-06,1.1791358295672877e-14,6.946350451965374e-05,7.134895655589417e-09,8.766072016193484e-25,2.116390721651475e-07,3.838615899093672e-11,2.6306042943007614e-08,7.512583101562515e-23,3.8643892458457207e-19,2.8615452635009855e-17,6.883356690173489e-17,0.9998349272247032,None of the above,328,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
486,1.6635625541646642e-05,2.416536637734402e-20,2.957594336273361e-10,2.2812132429048954e-07,0.00011471162335609053,2.737557781190707e-19,1.1927649698539352e-05,1.6681882900103146e-10,1.2252777897507992e-26,4.659693350513519e-08,1.1313408002983446e-19,1.4754384488691442e-24,1.141802610229514e-06,2.7950166812460697e-19,4.1170332581486715e-24,7.20916226316335e-18,0.9998553081179574,None of the above,1225,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
487,2.683062043191964e-05,6.083670794626516e-14,2.46194199041432e-10,5.641090551176928e-07,8.908745538359042e-05,1.2312923366997882e-23,6.053919987461852e-06,4.700286559287664e-10,2.334566238175368e-21,1.1543610421566082e-13,1.3696532644356972e-20,8.251137703221265e-25,1.0873647534340937e-16,9.643876512351474e-20,3.1872916494003645e-23,4.418576801948283e-17,0.9998774631787426,None of the above,827,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
488,7.600386202594971e-07,5.141652261525396e-19,2.8236381609046785e-07,5.079677287379668e-07,2.1688234760182152e-13,1.1367176829821085e-06,9.57621525592007e-24,7.206626609504964e-18,2.106063286054441e-25,2.103640895842034e-12,3.6188789028863935e-21,0.9999973128989498,3.6822054225939735e-24,1.9369547252925658e-17,1.6051371496332935e-22,3.874861958731992e-21,1.0881626345001162e-11,International Cooperation and Financial Fora,628,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
489,8.235903266119652e-10,3.184580165559216e-19,4.639850553451047e-07,3.1039863658426004e-07,6.113968633037785e-07,1.4318056262471483e-23,0.9992877784045515,4.302038859835678e-07,7.709720596154707e-07,7.528819478803898e-08,4.4936033580642227e-20,8.250712997364345e-25,2.5285906134932624e-06,2.4886894708850285e-20,3.750919271668479e-22,3.9733044202471665e-17,0.0007070299365490765,Systemic Risk and Macroprudential Frameworks,211,La regolamentazione finanziaria e le regole fiscali nell'era digitale: tracciare il percorso futuro (only in Italian)
491,1.5488888142674843e-05,1.173690291685699e-19,3.117415710339622e-10,3.6295169190031513e-07,8.34801969890282e-23,1.5552448971966345e-28,9.622974262719297e-23,4.0461069208517543e-16,2.819121092335767e-26,2.0472013647596357e-18,5.8078707244216445e-21,5.697654638825138e-19,8.397480924613653e-23,3.0016653999841554e-24,8.121993547039707e-22,2.0087111610833563e-21,0.9999841478484234,None of the above,66,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
492,2.7589185516682006e-05,1.0661893177195049e-16,6.435727331279837e-11,3.481396486047836e-07,2.0074156701764952e-20,2.404165465510657e-21,6.010596087099508e-18,9.051442406849416e-11,4.656588750097137e-25,2.0765173109629104e-13,1.7785377742702028e-20,2.7610977667010927e-22,4.598421429275206e-24,2.0230574702514555e-06,9.121366212989563e-22,5.974861266066797e-22,0.9999700394622849,None of the above,271,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
493,3.1068270226230676e-05,8.601083492760763e-18,1.2364039660917468e-10,4.6730195376526753e-07,4.628059484865291e-07,7.18461203329285e-28,7.809325410130686e-17,5.759106248622849e-22,2.882909976544814e-24,9.788692448662279e-17,6.285919350200719e-22,1.9220314271253e-22,1.1058652687664074e-20,6.660099089286318e-19,8.407717309048845e-21,3.0754540122136015e-17,0.9999680014982311,None of the above,392,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
494,4.476989782320443e-05,1.2761722370460619e-13,7.126188106951598e-10,5.511496520816011e-07,3.540740728655968e-17,1.1117737782508039e-24,2.7752136639406955e-13,3.278854502089692e-10,2.762120646328606e-21,1.9955088083096923e-07,3.682329038306969e-15,6.0392075461793685e-19,1.018471907038176e-22,2.9050869688517806e-19,4.4673372142281304e-24,3.186508734899148e-17,0.9999544783607307,None of the above,546,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
495,1.1060218557956881e-05,7.413228166715336e-17,3.5409155530759774e-12,1.549069025960798e-11,9.225904823180812e-07,1.4694179392639995e-27,1.4715843610023822e-18,1.168746412340725e-16,2.199906330818802e-22,9.93146686378327e-16,3.0140603837548355e-26,3.2973536194398874e-24,2.603743056625096e-23,4.079301985156407e-23,4.112793263264641e-22,4.318420946037359e-23,0.999988017171927,None of the above,219,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
496,2.611036988885703e-05,8.78707738698933e-18,8.643354815736347e-10,1.842871465253723e-12,8.078599871883229e-07,8.156921933907382e-31,1.159186886017435e-16,6.916471161242586e-11,2.7350503735550248e-24,1.2149921396793108e-16,1.1347644565535308e-21,1.4550969251675005e-19,3.3326540512483666e-24,4.957631682445876e-22,5.893869022618427e-23,7.062481975759532e-23,0.9999730808347806,None of the above,258,"Un sito, molte funzioni: il nuovo volto digitale della Banca d'Italia (only in Italian)"
498,3.5517097213685536e-06,3.3388775583716028e-12,2.234665232762027e-06,8.192073551196074e-07,4.591662607348993e-12,3.3690342810280173e-06,2.1538014897344283e-18,5.889356096527447e-07,0.9999858318957643,8.595525987777456e-13,1.3215949602740883e-07,3.3348864999442046e-12,3.2696561866751944e-06,2.0266128692115817e-07,1.7056359414685636e-22,1.552390577729779e-19,6.294122467006514e-11,Financial Market Dynamics and Asset Pricing,457,Sovereign debt markets: post-pandemic developments and challenges
499,3.055500078976216e-11,1.2051049831430053e-12,3.7574195400192166e-06,4.452780265860266e-07,0.9999940656884998,3.3384607749120515e-07,1.9900682633170688e-20,2.792296833314219e-17,7.31615378418654e-25,8.640823881896319e-14,7.904448169804025e-13,7.310475196239642e-13,1.3255702993587591e-06,1.5115523045071805e-25,5.2299197175310206e-23,7.214429133089843e-08,1.9897264177223234e-11,Public Finance and Budgetary Policy,538,Sovereign debt markets: post-pandemic developments and challenges
500,1.3689768944168888e-05,2.4295697811314365e-44,5.1748937030306346e-06,2.313731668606993e-06,7.797336895588897e-11,5.532427925451731e-06,3.52918197803001e-53,1.2440902940245583e-06,0.9999670594633265,6.824474357378717e-47,1.559156411214025e-06,1.351617406643636e-11,3.4259431055108304e-06,2.2762825261547375e-19,4.2757713790188856e-20,6.125898203919962e-21,4.3313196532355423e-10,Financial Market Dynamics and Asset Pricing,788,Sovereign debt markets: post-pandemic developments and challenges
501,8.0676330239096e-06,1.1077768837635542e-20,5.1764645939626564e-06,2.581107352711928e-07,0.9999762998862713,2.8087726508991026e-07,1.521111899463848e-13,3.279465487242627e-20,5.847534493726622e-13,6.665431245414847e-08,2.421770810664057e-08,1.3440995573974097e-07,4.391542279971294e-07,2.2235114309155378e-26,5.77714637135718e-19,2.6162907358188456e-16,9.252591169120847e-06,Public Finance and Budgetary Policy,428,Sovereign debt markets: post-pandemic developments and challenges
503,4.346830548284115e-06,5.438903562107251e-20,1.1444089585200968e-07,9.751598828050845e-08,5.858445352457141e-23,2.788627618441928e-30,4.455645385784911e-06,2.747125162998865e-07,1.7654726253659543e-14,4.780414564244449e-15,3.255196195158844e-22,2.639797920194952e-19,3.729558830326563e-07,4.483994325750922e-25,1.3688684686647782e-23,4.744149939419659e-19,0.99999033789876,None of the above,397,From Magma to Masterpiece: Forging the Future of Cross-border Payments
504,3.3620633553884876e-07,2.5085113393256205e-19,1.4313109789894306e-07,2.0695171061393667e-07,1.1110869600926816e-23,1.5399148528315851e-06,3.231897090665661e-13,2.2921669798216908e-17,1.2946049186667542e-12,5.420141240840605e-13,3.5352671776660725e-20,0.9999977737817063,3.0759789663320085e-26,1.4399142305905117e-23,2.6090636618318815e-23,7.18736745461326e-21,1.2136917824998896e-11,International Cooperation and Financial Fora,409,From Magma to Masterpiece: Forging the Future of Cross-border Payments
505,6.278237661523039e-07,6.091348513725148e-13,7.350016955852677e-07,6.033492102625379e-07,1.5958160321376774e-07,3.8413915836693476e-25,6.499746795528719e-20,2.7367827049317498e-17,1.054710705990102e-12,5.47735122627739e-13,9.439724797554781e-21,0.9999978742135832,2.1013390222077535e-25,2.532605712718979e-20,3.0246504227963076e-22,7.79635148532315e-18,2.7929872320178032e-11,International Cooperation and Financial Fora,555,From Magma to Masterpiece: Forging the Future of Cross-border Payments
506,6.171727408775838e-06,1.8004932810691842e-06,2.9295051788610436e-07,1.2483163088092562e-07,1.7871083950475447e-21,8.248058989431755e-24,8.91217550545699e-13,9.90286111044632e-08,3.2534736080722056e-06,3.4448635886263946e-08,5.109938642211318e-19,2.661525806473057e-20,3.2788209034700865e-07,3.846685345281512e-07,4.4731641514175835e-24,1.3188747622947697e-19,0.9999875104947902,None of the above,225,From Magma to Masterpiece: Forging the Future of Cross-border Payments
507,1.4205777882724616e-05,6.040525123721044e-19,2.539202944511629e-07,1.4040042369193858e-07,1.8807003751535017e-24,2.1429176778683613e-30,2.265141589408267e-12,1.6172050574374888e-16,2.1786140952676623e-13,7.545600916088795e-14,6.230991671497447e-21,1.1128496926271157e-19,3.2623385168488597e-24,1.0823874951068836e-24,7.835717340416611e-23,9.566238009233048e-22,0.9999853998988405,None of the above,108,From Magma to Masterpiece: Forging the Future of Cross-border Payments
509,3.414201025982977e-10,1.4781712452474105e-19,4.432170874283404e-07,1.5891221970136577e-07,1.4362698994919016e-05,6.459098308910553e-30,1.3708266380967684e-05,3.904072115413348e-11,1.3213496428039603e-20,3.890447760082598e-08,3.3685558924047005e-16,1.4021051170088522e-19,1.4669790792460092e-06,1.9789402624272922e-25,6.350115388004318e-18,1.7041063903364486e-18,0.999969820641299,None of the above,1021,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
510,6.065644374359141e-13,6.430896881058949e-19,3.9586235293773224e-07,1.266624411780288e-07,3.0375397576399434e-11,2.0115752039497698e-27,1.77181619563419e-05,2.7063201655111094e-10,6.284555023156137e-21,3.695106443686874e-08,1.7180674686895e-19,6.765495660125352e-20,2.226802305002867e-06,4.276843738301876e-25,1.3482311226572027e-22,4.613226348218687e-19,0.9999794952582661,None of the above,715,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
511,5.666831099560715e-07,9.141864450069554e-20,6.987464119871869e-07,4.225509949668334e-07,9.920718335280367e-07,2.182445372341239e-06,3.1612299223982935e-13,6.3346808064120835e-12,3.440467180855256e-21,7.156204547746371e-13,1.9297270700513486e-21,0.9999749161806246,3.8782582242228567e-07,6.799814104146687e-18,5.7566434253636135e-18,1.770318036094161e-18,1.983348846381198e-05,International Cooperation and Financial Fora,523,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
512,7.313933688132047e-06,4.5742056512760634e-20,1.4036953446812137e-07,1.7579410527066192e-07,7.030768901695494e-06,7.724247167657541e-31,1.3672674986413112e-05,1.0025681910376304e-11,4.3484314814294715e-21,1.1568078587521727e-08,5.852476005526904e-22,1.0896675944075736e-20,1.0058691798594908e-06,5.248143499199543e-26,2.955113761126239e-24,2.934122346814953e-21,0.9999706490115,None of the above,200,Financial and Tax Regulation for the Digital Era: Charting the Path Forward
514,6.50176047783485e-07,4.1473383249011004e-20,3.81727266954965e-07,2.8930330752990716e-07,1.3398515831856354e-07,1.2599557470062031e-06,6.634265116177076e-07,1.518722058646436e-11,9.457266717318007e-08,1.258324606882221e-13,5.570138525824842e-15,0.9999825671284229,1.226159712388929e-07,6.187898806856853e-17,5.6986975920321324e-18,1.1303343853324142e-07,1.3724060142307073e-05,International Cooperation and Financial Fora,229,Sustainability in the Financial Industry: Old Models for New Scenarios?
515,6.875587844358092e-15,4.607513447433139e-12,1.038991529759769e-06,2.488157188550189e-07,2.2122377976221712e-07,1.8946362641500935e-30,0.9999966408144011,2.8523873143609855e-13,1.4668113248946149e-12,2.431804482995596e-13,1.735887233784192e-22,5.6594619791006995e-22,1.8230896745174478e-06,1.257723090377519e-26,3.2292289734622983e-26,2.698570106801345e-08,7.258516620274536e-11,Systemic Risk and Macroprudential Frameworks,483,Sustainability in the Financial Industry: Old Models for New Scenarios?
516,3.326092572907397e-05,1.4887646801324208e-19,5.30343878208993e-07,3.749632128343839e-07,8.988987267784614e-13,9.631268412074514e-30,4.8440364284226967e-20,1.6423501403214428e-07,4.5787393284439344e-06,3.4230816493815726e-14,8.774464192415611e-25,1.4228712265958184e-24,6.5119574545062855e-12,8.03277565772118e-27,1.4143083017426029e-24,7.818443896469011e-21,0.9999610907853923,None of the above,524,Sustainability in the Financial Industry: Old Models for New Scenarios?
518,1.4036613551704028e-06,1.3434374903674609e-18,4.957798939946171e-06,1.8779882382493727e-12,4.278972103119033e-07,0.9999831537751995,5.518081191858301e-20,1.0056854048354385e-05,2.8679628081388975e-13,5.165512056656536e-14,2.3110632271179312e-12,1.1305639436135853e-12,4.84146757136948e-26,1.4814099845405758e-22,1.9079549391053846e-22,5.021602061900996e-21,7.588790210757107e-12,Industrial Organization and Regional Structure,80,Innovation and innovation financing in Europe
519,7.684185795627121e-06,2.094258228300975e-06,5.522074442226682e-06,1.4918623673862461e-05,2.7367025585169185e-07,2.8772433205529756e-05,2.461012031052887e-13,1.1889484307707152e-05,0.9997049222136208,1.562055832536441e-13,6.093307415400135e-07,1.8175500414674585e-06,3.4449187732132935e-06,6.033655888940429e-07,2.2201616713766603e-17,1.241673548469007e-21,0.00021744789092232605,Financial Market Dynamics and Asset Pricing,1399,Innovation and innovation financing in Europe
